pack_id,card_id,answer,difficulty,tags,banned_tokens
daily_life_cn,daily_life_0047,充电器,easy,family-safe|starter|daily-life,充|充电器|器|电
daily_life_cn,daily_life_0048,耳机,easy,family-safe|starter|daily-life,机|耳|耳机
daily_life_cn,daily_life_0049,电脑,easy,family-safe|starter|daily-life,电|电脑|脑
daily_life_cn,daily_life_0050,鼠标,easy,family-safe|starter|daily-life,标|鼠|鼠标
daily_life_cn,daily_life_0051,键盘,easy,family-safe|starter|daily-life,盘|键|键盘
daily_life_cn,daily_life_0052,显示器,easy,family-safe|starter|daily-life,器|显|显示器|示
daily_life_cn,daily_life_0053,平板电脑,easy,family-safe|starter|daily-life,平|平板电脑|板|电|脑
daily_life_cn,daily_life_0054,相机,easy,family-safe|starter|daily-life,机|相|相机
daily_life_cn,daily_life_0055,打印机,easy,family-safe|starter|daily-life,印|打|打印机|机
daily_life_cn,daily_life_0056,音响,easy,family-safe|starter|daily-life,响|音|音响
daily_life_cn,daily_life_0057,台灯,easy,family-safe|starter|daily-life,台|台灯|灯
daily_life_cn,daily_life_0058,落地灯,easy,family-safe|starter|daily-life,地|灯|落|落地灯
daily_life_cn,daily_life_0059,日光灯,easy,family-safe|starter|daily-life,光|日|日光灯|灯
daily_life_cn,daily_life_0060,电风扇,easy,family-safe|starter|daily-life,扇|电|电风扇|风
daily_life_cn,daily_life_0061,空调,easy,family-safe|starter|daily-life,空|空调|调
daily_life_cn,daily_life_0062,冰箱,easy,family-safe|starter|daily-life,冰|冰箱|箱
daily_life_cn,daily_life_0063,洗衣机,easy,family-safe|starter|daily-life,机|洗|洗衣机|衣
daily_life_cn,daily_life_0064,烘干机,easy,family-safe|starter|daily-life,干|机|烘|烘干机
daily_life_cn,daily_life_0065,电饭煲,easy,family-safe|starter|daily-life,煲|电|电饭煲|饭
daily_life_cn,daily_life_0066,微波炉,easy,family-safe|starter|daily-life,微|微波炉|波|炉
daily_life_cn,daily_life_0067,烤箱,easy,family-safe|starter|daily-life,烤|烤箱|箱
daily_life_cn,daily_life_0068,电水壶,easy,family-safe|starter|daily-life,壶|水|电|电水壶
daily_life_cn,daily_life_0069,饮水机,easy,family-safe|starter|daily-life,机|水|饮|饮水机
daily_life_cn,daily_life_0070,吸尘器,easy,family-safe|starter|daily-life,吸|吸尘器|器|尘
daily_life_cn,daily_life_0071,扫地机器人,easy,family-safe|starter|daily-life,人|器|地|扫|扫地机器人|机
daily_life_cn,daily_life_0072,插排,easy,family-safe|starter|daily-life,排|插|插排
daily_life_cn,daily_life_0073,闹钟,easy,family-safe|starter|daily-life,钟|闹|闹钟
daily_life_cn,daily_life_0074,挂钟,easy,family-safe|starter|daily-life,挂|挂钟|钟
daily_life_cn,daily_life_0075,沙发,easy,family-safe|starter|daily-life,发|沙|沙发
daily_life_cn,daily_life_0076,椅子,easy,family-safe|starter|daily-life,子|椅|椅子
daily_life_cn,daily_life_0077,凳子,easy,family-safe|starter|daily-life,凳|凳子|子
daily_life_cn,daily_life_0078,餐桌,easy,family-safe|starter|daily-life,桌|餐|餐桌
daily_life_cn,daily_life_0079,书桌,easy,family-safe|starter|daily-life,书|书桌|桌
daily_life_cn,daily_life_0080,床,easy,family-safe|starter|daily-life,床
daily_life_cn,daily_life_0081,床垫,easy,family-safe|starter|daily-life,垫|床|床垫
daily_life_cn,daily_life_0082,枕头,easy,family-safe|starter|daily-life,头|枕|枕头
daily_life_cn,daily_life_0083,被子,easy,family-safe|starter|daily-life,子|被|被子
daily_life_cn,daily_life_0084,毯子,easy,family-safe|starter|daily-life,子|毯|毯子
daily_life_cn,daily_life_0085,衣架,easy,family-safe|starter|daily-life,架|衣|衣架
daily_life_cn,daily_life_0086,衣柜,easy,family-safe|starter|daily-life,柜|衣|衣柜
daily_life_cn,daily_life_0087,鞋柜,easy,family-safe|starter|daily-life,柜|鞋|鞋柜
daily_life_cn,daily_life_0088,书架,easy,family-safe|starter|daily-life,书|书架|架
daily_life_cn,daily_life_0089,抽屉,easy,family-safe|starter|daily-life,屉|抽|抽屉
daily_life_cn,daily_life_0090,垃圾桶,easy,family-safe|starter|daily-life,圾|垃|垃圾桶|桶
daily_life_cn,daily_life_0091,扫把,easy,family-safe|starter|daily-life,扫|扫把|把
daily_life_cn,daily_life_0092,拖把,easy,family-safe|starter|daily-life,把|拖|拖把
daily_life_cn,daily_life_0093,簸箕,easy,family-safe|starter|daily-life,箕|簸|簸箕
daily_life_cn,daily_life_0094,抹布,easy,family-safe|starter|daily-life,布|抹|抹布
daily_life_cn,daily_life_0095,清洁剂,easy,family-safe|starter|daily-life,剂|洁|清|清洁剂
daily_life_cn,daily_life_0096,洗洁精,easy,family-safe|starter|daily-life,洁|洗|洗洁精|精
daily_life_cn,daily_life_0097,洗衣液,easy,family-safe|starter|daily-life,洗|洗衣液|液|衣
daily_life_cn,daily_life_0098,晾衣架,easy,family-safe|starter|daily-life,晾|晾衣架|架|衣
daily_life_cn,daily_life_0099,盆栽,easy,family-safe|starter|daily-life,栽|盆|盆栽
daily_life_cn,daily_life_0100,花瓶,easy,family-safe|starter|daily-life,瓶|花|花瓶
daily_life_cn,daily_life_0101,相框,easy,family-safe|starter|daily-life,框|相|相框
daily_life_cn,daily_life_0102,冰箱贴,easy,family-safe|starter|daily-life,冰|冰箱贴|箱|贴
daily_life_cn,daily_life_0103,门垫,easy,family-safe|starter|daily-life,垫|门|门垫
daily_life_cn,daily_life_0104,窗帘,easy,family-safe|starter|daily-life,帘|窗|窗帘
daily_life_cn,daily_life_0105,地毯,easy,family-safe|starter|daily-life,地|地毯|毯
daily_life_cn,daily_life_0106,电梯,easy,family-safe|starter|daily-life,梯|电|电梯
daily_life_cn,daily_life_0107,楼梯,easy,family-safe|starter|daily-life,梯|楼|楼梯
daily_life_cn,daily_life_0108,阳台,easy,family-safe|starter|daily-life,台|阳|阳台
daily_life_cn,daily_life_0109,厨房,easy,family-safe|starter|daily-life,厨|厨房|房
daily_life_cn,daily_life_0110,客厅,easy,family-safe|starter|daily-life,厅|客|客厅
daily_life_cn,daily_life_0111,卧室,easy,family-safe|starter|daily-life,卧|卧室|室
daily_life_cn,daily_life_0112,卫生间,easy,family-safe|starter|daily-life,卫|卫生间|生|间
daily_life_cn,daily_life_0113,书房,easy,family-safe|starter|daily-life,书|书房|房
daily_life_cn,daily_life_0114,超市,easy,family-safe|starter|daily-life,市|超|超市
daily_life_cn,daily_life_0115,便利店,easy,family-safe|starter|daily-life,便|便利店|利|店
daily_life_cn,daily_life_0116,书店,easy,family-safe|starter|daily-life,书|书店|店
daily_life_cn,daily_life_0117,公园,easy,family-safe|starter|daily-life,公|公园|园
daily_life_cn,daily_life_0118,地铁,easy,family-safe|starter|daily-life,地|地铁|铁
daily_life_cn,daily_life_0119,公交车,easy,family-safe|starter|daily-life,交|公|公交车|车
daily_life_cn,daily_life_0120,出租车,easy,family-safe|starter|daily-life,出|出租车|租|车
daily_life_cn,daily_life_0121,自行车,easy,family-safe|starter|daily-life,自|自行车|行|车
daily_life_cn,daily_life_0122,电动车,easy,family-safe|starter|daily-life,动|电|电动车|车
daily_life_cn,daily_life_0123,火车,easy,family-safe|starter|daily-life,火|火车|车
daily_life_cn,daily_life_0124,飞机,easy,family-safe|starter|daily-life,机|飞|飞机
daily_life_cn,daily_life_0125,轮船,easy,family-safe|starter|daily-life,船|轮|轮船
daily_life_cn,daily_life_0126,车票,easy,family-safe|starter|daily-life,票|车|车票
daily_life_cn,daily_life_0127,地图,easy,family-safe|starter|daily-life,图|地|地图
daily_life_cn,daily_life_0128,导航,easy,family-safe|starter|daily-life,导|导航|航
daily_life_cn,daily_life_0129,红绿灯,easy,family-safe|starter|daily-life,灯|红|红绿灯|绿
daily_life_cn,daily_life_0130,斑马线,easy,family-safe|starter|daily-life,斑|斑马线|线|马
daily_life_cn,daily_life_0131,公交卡,easy,family-safe|starter|daily-life,交|公|公交卡|卡
daily_life_cn,daily_life_0132,快递,easy,family-safe|starter|daily-life,快|快递|递
daily_life_cn,daily_life_0133,外卖,easy,family-safe|starter|daily-life,卖|外|外卖
daily_life_cn,daily_life_0134,购物袋,easy,family-safe|starter|daily-life,物|袋|购|购物袋
daily_life_cn,daily_life_0135,收据,easy,family-safe|starter|daily-life,据|收|收据
daily_life_cn,daily_life_0136,发票,easy,family-safe|starter|daily-life,发|发票|票
daily_life_cn,daily_life_0137,零钱,easy,family-safe|starter|daily-life,钱|零|零钱
daily_life_cn,daily_life_0138,人民币,easy,family-safe|starter|daily-life,人|人民币|币|民
daily_life_cn,daily_life_0139,银行卡,easy,family-safe|starter|daily-life,卡|行|银|银行卡
daily_life_cn,daily_life_0140,身份证,easy,family-safe|starter|daily-life,份|证|身|身份证
daily_life_cn,daily_life_0141,日历,easy,family-safe|starter|daily-life,历|日|日历
daily_life_cn,daily_life_0142,笔记本,easy,family-safe|starter|daily-life,本|笔|笔记本|记
daily_life_cn,daily_life_0143,铅笔,easy,family-safe|starter|daily-life,笔|铅|铅笔
daily_life_cn,daily_life_0144,橡皮,easy,family-safe|starter|daily-life,橡|橡皮|皮
daily_life_cn,daily_life_0145,圆珠笔,easy,family-safe|starter|daily-life,圆|圆珠笔|珠|笔
daily_life_cn,daily_life_0146,尺子,easy,family-safe|starter|daily-life,子|尺|尺子
daily_life_cn,daily_life_0147,胶带,easy,family-safe|starter|daily-life,带|胶|胶带
daily_life_cn,daily_life_0148,剪刀,easy,family-safe|starter|daily-life,刀|剪|剪刀
daily_life_cn,daily_life_0149,订书机,easy,family-safe|starter|daily-life,书|机|订|订书机
daily_life_cn,daily_life_0150,文件夹,easy,family-safe|starter|daily-life,件|夹|文|文件夹
daily_life_cn,daily_life_0151,白板,easy,family-safe|starter|daily-life,板|白|白板
daily_life_cn,daily_life_0152,黑板,easy,family-safe|starter|daily-life,板|黑|黑板
daily_life_cn,daily_life_0153,粉笔,easy,family-safe|starter|daily-life,笔|粉|粉笔
daily_life_cn,daily_life_0154,画笔,easy,family-safe|starter|daily-life,画|画笔|笔
daily_life_cn,daily_life_0155,颜料,easy,family-safe|starter|daily-life,料|颜|颜料
daily_life_cn,daily_life_0156,胶水,easy,family-safe|starter|daily-life,水|胶|胶水
daily_life_cn,daily_life_0157,书签,easy,family-safe|starter|daily-life,书|书签|签
daily_life_cn,daily_life_0158,信封,easy,family-safe|starter|daily-life,信|信封|封
daily_life_cn,daily_life_0159,邮票,easy,family-safe|starter|daily-life,票|邮|邮票
daily_life_cn,daily_life_0160,眼镜,easy,family-safe|starter|daily-life,眼|眼镜|镜
daily_life_cn,daily_life_0161,太阳镜,easy,family-safe|starter|daily-life,太|太阳镜|镜|阳
daily_life_cn,daily_life_0162,手表,easy,family-safe|starter|daily-life,手|手表|表
daily_life_cn,daily_life_0163,雨靴,easy,family-safe|starter|daily-life,雨|雨靴|靴
daily_life_cn,daily_life_0164,围裙,easy,family-safe|starter|daily-life,围|围裙|裙
daily_life_cn,daily_life_0165,保温杯,easy,family-safe|starter|daily-life,保|保温杯|杯|温
daily_life_cn,daily_life_0166,饭盒,easy,family-safe|starter|daily-life,盒|饭|饭盒
daily_life_cn,daily_life_0167,保鲜盒,easy,family-safe|starter|daily-life,保|保鲜盒|盒|鲜
daily_life_cn,daily_life_0168,购物车,easy,family-safe|starter|daily-life,物|购|购物车|车
daily_life_cn,daily_life_0169,购物篮,easy,family-safe|starter|daily-life,物|篮|购|购物篮
daily_life_cn,daily_life_0170,收纳盒,easy,family-safe|starter|daily-life,收|收纳盒|盒|纳
daily_life_cn,daily_life_0171,整理箱,easy,family-safe|starter|daily-life,整|整理箱|理|箱
daily_life_cn,daily_life_0172,纸箱,easy,family-safe|starter|daily-life,箱|纸|纸箱
daily_life_cn,daily_life_0173,行李箱,easy,family-safe|starter|daily-life,李|箱|行|行李箱
daily_life_cn,daily_life_0174,护照,easy,family-safe|starter|daily-life,护|护照|照
daily_life_cn,daily_life_0175,机票,easy,family-safe|starter|daily-life,机|机票|票
daily_life_cn,daily_life_0176,洗澡,easy,family-safe|starter|daily-life,洗|洗澡|澡
daily_life_cn,daily_life_0177,刷牙,easy,family-safe|starter|daily-life,刷|刷牙|牙
daily_life_cn,daily_life_0178,洗脸,easy,family-safe|starter|daily-life,洗|洗脸|脸
daily_life_cn,daily_life_0179,洗手,easy,family-safe|starter|daily-life,手|洗|洗手
daily_life_cn,daily_life_0180,梳头,easy,family-safe|starter|daily-life,头|梳|梳头
daily_life_cn,daily_life_0181,照镜子,easy,family-safe|starter|daily-life,子|照|照镜子|镜
daily_life_cn,daily_life_0182,穿外套,easy,family-safe|starter|daily-life,外|套|穿|穿外套
daily_life_cn,daily_life_0183,系鞋带,easy,family-safe|starter|daily-life,带|系|系鞋带|鞋
daily_life_cn,daily_life_0184,戴帽子,easy,family-safe|starter|daily-life,子|帽|戴|戴帽子
daily_life_cn,daily_life_0185,打电话,easy,family-safe|starter|daily-life,打|打电话|电|话
daily_life_cn,daily_life_0186,发消息,easy,family-safe|starter|daily-life,发|发消息|息|消
daily_life_cn,daily_life_0187,拍照,easy,family-safe|starter|daily-life,拍|拍照|照
daily_life_cn,daily_life_0188,看地图,easy,family-safe|starter|daily-life,图|地|看|看地图
daily_life_cn,daily_life_0189,排队,easy,family-safe|starter|daily-life,排|排队|队
daily_life_cn,daily_life_0190,坐公交,easy,family-safe|starter|daily-life,交|公|坐|坐公交
daily_life_cn,daily_life_0191,坐地铁,easy,family-safe|starter|daily-life,地|坐|坐地铁|铁
daily_life_cn,daily_life_0192,骑自行车,easy,family-safe|starter|daily-life,自|行|车|骑|骑自行车
daily_life_cn,daily_life_0193,开门,easy,family-safe|starter|daily-life,开|开门|门
daily_life_cn,daily_life_0194,关门,easy,family-safe|starter|daily-life,关|关门|门
daily_life_cn,daily_life_0195,关灯,easy,family-safe|starter|daily-life,关|关灯|灯
daily_life_cn,daily_life_0196,开灯,easy,family-safe|starter|daily-life,开|开灯|灯
daily_life_cn,daily_life_0197,倒垃圾,easy,family-safe|starter|daily-life,倒|倒垃圾|圾|垃
daily_life_cn,daily_life_0198,拖地,easy,family-safe|starter|daily-life,地|拖|拖地
daily_life_cn,daily_life_0199,扫地,easy,family-safe|starter|daily-life,地|扫|扫地
daily_life_cn,daily_life_0200,擦桌子,easy,family-safe|starter|daily-life,子|擦|擦桌子|桌
daily_life_cn,daily_life_0201,洗碗,easy,family-safe|starter|daily-life,洗|洗碗|碗
daily_life_cn,daily_life_0202,晾衣服,easy,family-safe|starter|daily-life,晾|晾衣服|服|衣
daily_life_cn,daily_life_0203,叠衣服,easy,family-safe|starter|daily-life,叠|叠衣服|服|衣
daily_life_cn,daily_life_0204,收快递,easy,family-safe|starter|daily-life,快|收|收快递|递
daily_life_cn,daily_life_0205,拆快递,easy,family-safe|starter|daily-life,快|拆|拆快递|递
daily_life_cn,daily_life_0206,买菜,easy,family-safe|starter|daily-life,买|买菜|菜
daily_life_cn,daily_life_0207,做饭,easy,family-safe|starter|daily-life,做|做饭|饭
daily_life_cn,daily_life_0208,炒菜,easy,family-safe|starter|daily-life,炒|炒菜|菜
daily_life_cn,daily_life_0209,煮饭,easy,family-safe|starter|daily-life,煮|煮饭|饭
daily_life_cn,daily_life_0210,烧水,easy,family-safe|starter|daily-life,水|烧|烧水
daily_life_cn,daily_life_0211,浇花,easy,family-safe|starter|daily-life,浇|浇花|花
daily_life_cn,daily_life_0212,遛狗,easy,family-safe|starter|daily-life,狗|遛|遛狗
daily_life_cn,daily_life_0213,散步,easy,family-safe|starter|daily-life,散|散步|步
daily_life_cn,daily_life_0214,跑步,easy,family-safe|starter|daily-life,步|跑|跑步
daily_life_cn,daily_life_0215,跳绳,easy,family-safe|starter|daily-life,绳|跳|跳绳
daily_life_cn,daily_life_0216,放风筝,easy,family-safe|starter|daily-life,放|放风筝|筝|风
daily_life_cn,daily_life_0217,看书,easy,family-safe|starter|daily-life,书|看|看书
daily_life_cn,daily_life_0218,写字,easy,family-safe|starter|daily-life,写|写字|字
daily_life_cn,daily_life_0219,做作业,easy,family-safe|starter|daily-life,业|作|做|做作业
daily_life_cn,daily_life_0220,听音乐,easy,family-safe|starter|daily-life,乐|听|听音乐|音
daily_life_cn,daily_life_0221,看电视,easy,family-safe|starter|daily-life,电|看|看电视|视
daily_life_cn,daily_life_0222,睡午觉,easy,family-safe|starter|daily-life,午|睡|睡午觉|觉
daily_life_cn,daily_life_0223,起床,easy,family-safe|starter|daily-life,床|起|起床
daily_life_cn,daily_life_0224,刷卡,easy,family-safe|starter|daily-life,刷|刷卡|卡
daily_life_cn,daily_life_0225,扫码,easy,family-safe|starter|daily-life,扫|扫码|码
daily_life_cn,daily_life_0226,充电,easy,family-safe|starter|daily-life,充|充电|电
daily_life_cn,daily_life_0227,打印,easy,family-safe|starter|daily-life,印|打|打印
daily_life_cn,daily_life_0228,复印,easy,family-safe|starter|daily-life,印|复|复印
daily_life_cn,daily_life_0229,拍视频,easy,family-safe|starter|daily-life,拍|拍视频|视|频
daily_life_cn,daily_life_0230,整理房间,easy,family-safe|starter|daily-life,房|整|整理房间|理|间
daily_life_cn,daily_life_0231,打包行李,easy,family-safe|starter|daily-life,包|打|打包行李|李|行
daily_life_cn,daily_life_0232,换电池,easy,family-safe|starter|daily-life,换|换电池|池|电
daily_life_cn,daily_life_0233,擦眼镜,easy,family-safe|starter|daily-life,擦|擦眼镜|眼|镜
daily_life_cn,daily_life_0234,找钥匙,easy,family-safe|starter|daily-life,匙|找|找钥匙|钥
daily_life_cn,daily_life_0235,等电梯,easy,family-safe|starter|daily-life,梯|电|等|等电梯
daily_life_cn,daily_life_0236,按门铃,easy,family-safe|starter|daily-life,按|按门铃|铃|门
daily_life_cn,daily_life_0237,买票,easy,family-safe|starter|daily-life,买|买票|票
daily_life_cn,daily_life_0238,过马路,easy,family-safe|starter|daily-life,路|过|过马路|马
daily_life_cn,daily_life_0239,洗水果,easy,family-safe|starter|daily-life,果|水|洗|洗水果
daily_life_cn,daily_life_0240,切菜,easy,family-safe|starter|daily-life,切|切菜|菜
daily_life_cn,daily_life_0241,倒水,easy,family-safe|starter|daily-life,倒|倒水|水
daily_life_cn,daily_life_0242,喝水,easy,family-safe|starter|daily-life,喝|喝水|水
food_cn,food_0001,米饭,easy,family-safe|food|starter,米|米饭|饭
food_cn,food_0002,面条,easy,family-safe|food|starter,条|面|面条
food_cn,food_0003,馒头,easy,family-safe|food|starter,头|馒|馒头
food_cn,food_0004,包子,easy,family-safe|food|starter,包|包子|子
food_cn,food_0005,饺子,easy,family-safe|food|starter,子|饺|饺子
food_cn,food_0006,馄饨,easy,family-safe|food|starter,饨|馄|馄饨
food_cn,food_0007,烧饼,easy,family-safe|food|starter,烧|烧饼|饼
food_cn,food_0008,油条,easy,family-safe|food|starter,条|油|油条
food_cn,food_0009,花卷,easy,family-safe|food|starter,卷|花|花卷
food_cn,food_0010,粥,easy,family-safe|food|starter,粥
food_cn,food_0011,蛋炒饭,easy,family-safe|food|starter,炒|蛋|蛋炒饭|饭
food_cn,food_0012,扬州炒饭,easy,family-safe|food|starter,州|扬|扬州炒饭|炒|饭
food_cn,food_0013,炒面,easy,family-safe|food|starter,炒|炒面|面
food_cn,food_0014,牛肉面,easy,family-safe|food|starter,牛|牛肉面|肉|面
food_cn,food_0015,拉面,easy,family-safe|food|starter,拉|拉面|面
food_cn,food_0016,刀削面,easy,family-safe|food|starter,刀|刀削面|削|面
food_cn,food_0017,重庆小面,easy,family-safe|food|starter,小|庆|重|重庆小面|面
food_cn,food_0018,担担面,easy,family-safe|food|starter,担|担担面|面
food_cn,food_0019,炸酱面,easy,family-safe|food|starter,炸|炸酱面|酱|面
food_cn,food_0020,热干面,easy,family-safe|food|starter,干|热|热干面|面
food_cn,food_0021,米粉,easy,family-safe|food|starter,米|米粉|粉
food_cn,food_0022,螺蛳粉,easy,family-safe|food|starter,粉|蛳|螺|螺蛳粉
food_cn,food_0023,酸辣粉,easy,family-safe|food|starter,粉|辣|酸|酸辣粉
food_cn,food_0024,河粉,easy,family-safe|food|starter,河|河粉|粉
food_cn,food_0025,凉皮,easy,family-safe|food|starter,凉|凉皮|皮
food_cn,food_0026,煎饼果子,easy,family-safe|food|starter,子|果|煎|煎饼果子|饼
food_cn,food_0027,手抓饼,easy,family-safe|food|starter,手|手抓饼|抓|饼
food_cn,food_0028,烤红薯,easy,family-safe|food|starter,烤|烤红薯|红|薯
food_cn,food_0029,玉米,easy,family-safe|food|starter,玉|玉米|米
food_cn,food_0030,玉米粒,easy,family-safe|food|starter,玉|玉米粒|米|粒
food_cn,food_0031,土豆,easy,family-safe|food|starter,土|土豆|豆
food_cn,food_0032,红薯,easy,family-safe|food|starter,红|红薯|薯
food_cn,food_0033,山药,easy,family-safe|food|starter,山|山药|药
food_cn,food_0034,芋头,easy,family-safe|food|starter,头|芋|芋头
food_cn,food_0035,南瓜,easy,family-safe|food|starter,南|南瓜|瓜
food_cn,food_0036,冬瓜,easy,family-safe|food|starter,冬|冬瓜|瓜
food_cn,food_0037,黄瓜,easy,family-safe|food|starter,瓜|黄|黄瓜
food_cn,food_0038,西红柿,easy,family-safe|food|starter,柿|红|西|西红柿
food_cn,food_0039,番茄,easy,family-safe|food|starter,番|番茄|茄
food_cn,food_0040,胡萝卜,easy,family-safe|food|starter,卜|胡|胡萝卜|萝
food_cn,food_0041,白萝卜,easy,family-safe|food|starter,卜|白|白萝卜|萝
food_cn,food_0042,青椒,easy,family-safe|food|starter,椒|青|青椒
food_cn,food_0043,辣椒,easy,family-safe|food|starter,椒|辣|辣椒
food_cn,food_0044,茄子,easy,family-safe|food|starter,子|茄|茄子
food_cn,food_0045,豆角,easy,family-safe|food|starter,角|豆|豆角
food_cn,food_0046,西兰花,easy,family-safe|food|starter,兰|花|西|西兰花
food_cn,food_0047,花菜,easy,family-safe|food|starter,花|花菜|菜
food_cn,food_0048,白菜,easy,family-safe|food|starter,白|白菜|菜
food_cn,food_0049,娃娃菜,easy,family-safe|food|starter,娃|娃娃菜|菜
food_cn,food_0050,生菜,easy,family-safe|food|starter,生|生菜|菜
food_cn,food_0051,菠菜,easy,family-safe|food|starter,菜|菠|菠菜
food_cn,food_0052,油麦菜,easy,family-safe|food|starter,油|油麦菜|菜|麦
food_cn,food_0053,韭菜,easy,family-safe|food|starter,菜|韭|韭菜
food_cn,food_0054,香菜,easy,family-safe|food|starter,菜|香|香菜
food_cn,food_0055,葱,easy,family-safe|food|starter,葱
food_cn,food_0056,姜,easy,family-safe|food|starter,姜
food_cn,food_0057,蒜,easy,family-safe|food|starter,蒜
food_cn,food_0058,蘑菇,easy,family-safe|food|starter,菇|蘑|蘑菇
food_cn,food_0059,香菇,easy,family-safe|food|starter,菇|香|香菇
food_cn,food_0060,金针菇,easy,family-safe|food|starter,菇|金|金针菇|针
food_cn,food_0061,木耳,easy,family-safe|food|starter,木|木耳|耳
food_cn,food_0062,海带,easy,family-safe|food|starter,带|海|海带
food_cn,food_0063,紫菜,easy,family-safe|food|starter,紫|紫菜|菜
food_cn,food_0064,豆腐,easy,family-safe|food|starter,腐|豆|豆腐
food_cn,food_0065,豆皮,easy,family-safe|food|starter,皮|豆|豆皮
food_cn,food_0066,腐竹,easy,family-safe|food|starter,竹|腐|腐竹
food_cn,food_0067,豆芽,easy,family-safe|food|starter,芽|豆|豆芽
food_cn,food_0068,毛豆,easy,family-safe|food|starter,毛|毛豆|豆
